艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜180最小,対潜180最大,回避初期最小,回避初期最大,回避最大,回避180最小,回避180最大,索敵初期最小,索敵初期最大,索敵最大,索敵180最小,索敵180最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
220,1320,"由良改","ゆら",3,20,10112,23,488,77,370,770,1,0,0,0,1,43,59,49,51,20,59,24,79,15,59,29,59,48,48,79,104,104,40,40,79,110,110,10,10,49,80,80,12,59,10,2,4,3,1,1,1,0,0,229,15,25,-1,-1,60,2,2,10,0,1,1,1,2,"長良型軽巡四番艦の「由良」です。<br>どうぞ、よろしくお願いいたしますっ！","長良型軽巡４番艦の由良です。<br>私たちの中では、初めて水上偵察機を搭載したの。<br>水雷戦隊や潜水戦隊の旗艦として、活躍したのよ？<br>ドーントレスとかＢ17とかそういうのはちょっと苦<br>手。",25,30,3,"xtqbjysffsvx",42,44,627
221,1321,"名取改","なとり",3,20,10102,53,0,0,0,0,0,0,0,0,1,43,59,49,51,20,69,24,89,15,59,29,59,24,24,79,124,124,40,40,79,110,110,10,10,49,80,80,12,59,10,2,4,3,1,1,1,0,0,4,15,39,-1,-1,60,2,2,10,0,1,1,1,2,"名取といいます。<br>ご迷惑をおかけしないように、が、頑張ります。","長良型３番艦の名取です。<br>ちょっと古いモデルっていわれるけれど、高速軽巡洋<br>艦として使い方はあるはず…<br>そ、そう、水雷戦隊には、ぜひ配属してくださいね。<br>が、頑張りますから！",25,30,1,"aqgjvutybsbk",22,5,627
222,1322,"川内改","せんだい",3,16,10142,54,158,60,480,300,0,0,0,0,1,44,59,50,52,20,59,24,79,15,69,29,69,24,24,79,124,124,40,40,79,110,110,10,10,49,80,80,12,59,10,2,5,3,1,1,1,0,0,4,15,25,-1,-1,60,2,2,10,0,2,1,1,2,"川内、参上。<br>夜戦なら任せておいて！","5500トン級の軽巡洋艦の最終タイプ、それが私、川<br>内型よ。<br>熟成された軽巡の魅力、たっぷり教えてあげるから。<br>もちろん、夜戦でね！",25,30,1,"zhixojcwijfj",34,7,627
223,1323,"神通改","じんつう",3,16,10152,55,159,60,480,300,0,0,0,0,1,44,59,50,52,20,59,24,79,15,59,29,59,24,24,79,124,124,40,40,79,110,110,10,10,49,80,80,12,59,10,2,4,3,1,1,1,0,0,4,15,74,-1,-1,60,2,2,10,0,1,1,1,2,"あの……軽巡洋艦、神通です。<br>どうか、よろしくお願い致します……","神通です。近代化改装を受け、<br>第２水雷戦隊の旗艦を務めました。<br>コロンバンガラ島沖海戦では先頭に立って奮戦しま<br>す。<br>でも、みんな私の事狙うんですもの…ひどいわ……。",25,30,1,"ncijtxixkghu",22,8,627
224,1324,"那珂改","なか",3,16,10162,56,160,48,400,480,0,0,0,0,1,44,59,50,52,20,59,24,79,15,59,29,59,32,32,79,117,117,40,40,79,110,110,10,10,49,80,80,12,59,10,2,4,3,1,1,1,0,0,229,15,25,-1,-1,60,2,2,10,0,1,1,1,2,"艦隊のアイドル、那珂（なか）ちゃんだよー！<br>よっろしくぅ！","第４水雷戦隊のセンターも務めた那珂だよ！<br>お仕事沢山入ってて、輸送船の護衛任務や、トラック<br>島から南方への輸送任務とか…<br>…え、地方巡業じゃんって？ そんなことないしっ！",25,30,1,"vxkcklmfevkk",28,12,627
225,1325,"陽炎改","かげろう",2,30,16012,17,566,70,480,360,1,0,0,0,1,32,49,37,39,12,49,28,79,16,49,14,49,27,27,59,85,85,47,47,89,123,123,8,8,39,64,64,12,59,10,1,4,3,0,0,0,0,0,3,15,-1,-1,-1,24,1,2,10,0,1,1,1,1,"やっと会えた！　陽炎よ。<br>よろしくねっ！","第四次軍備充実計画で建造された陽炎型駆逐艦、ネー<br>ムシップの陽炎よ。<br>新鋭の主力駆逐艦として、ハワイ攻撃機動部隊を始<br>め、様々な作戦に参加したわ！<br>よろしくね！",15,20,1,"ffyychaekjsj",13,13,627
226,1326,"不知火改","しらぬい",2,30,16022,18,567,72,470,370,1,0,0,0,1,32,49,37,39,12,49,28,79,16,49,14,49,27,27,59,85,85,47,47,89,123,123,8,8,39,64,64,12,59,10,1,4,3,0,0,0,0,0,229,15,-1,-1,-1,24,1,2,10,0,1,1,1,1,"不知火です。<br>ご指導ご鞭撻、よろしくです。","陽炎型駆逐艦２番艦、不知火です。<br>陽炎らと共にハワイ作戦部隊の護衛も務めました。<br>運命のレイテ沖海戦では志摩艦隊に所属、スリガオ海<br>峡に突入しました。",15,20,1,"algyyokhbnwz",67,13,627
227,1327,"黒潮改","くろしお",2,30,16032,19,568,73,460,380,1,0,0,0,1,32,49,37,39,12,49,28,79,16,49,14,49,27,27,59,85,85,47,47,89,123,123,8,8,39,64,64,12,59,10,1,4,3,0,0,0,0,0,3,15,-1,-1,-1,24,1,2,10,0,1,1,1,1,"黒潮や、よろしゅうな。","大阪の民間造船所で建造された、陽炎型駆逐艦の３番<br>艦、黒潮や。<br>こう見えても、スラバヤ沖海戦、南太平洋海戦、第三<br>次ソロモン海戦などの激戦に参加したんやで。",15,20,1,"qsnkljxqtrgb",14,14,627
228,1328,"雪風改","ゆきかぜ",2,30,16082,20,651,71,490,470,1,0,0,0,1,32,49,37,39,12,59,28,89,16,59,14,59,27,27,60,87,87,67,67,99,125,125,8,8,40,66,66,60,99,10,1,6,3,0,0,0,0,0,27,46,40,-1,-1,24,1,2,10,0,1,1,2,2,"陽炎型駆逐艦８番艦、雪風です。<br>どうぞ、よろしくお願いしますっ！","陽炎型駆逐艦８番艦の雪風です。<br>私たち主力艦隊型駆逐艦の中で、十数回以上の主要海<br>戦に参加しながらも、唯一ほとんど無傷で終戦まで生<br>き残りました。<br>奇跡の駆逐艦って？ううん、奇跡じゃないですっ！",15,20,1,"avfbkpphumso",58,30,627
229,1329,"島風改","しまかぜ",2,22,18012,50,0,0,0,0,0,0,0,0,1,36,59,41,43,14,59,48,99,16,59,14,59,27,27,59,85,85,55,55,99,135,135,9,9,39,63,63,12,59,10,1,6,3,0,0,0,0,0,27,46,40,-1,-1,30,1,3,15,0,1,2,1,2,"駆逐艦島風です。スピードなら誰にも負けません。<br>速きこと、島風の如し、です！","艦隊型駆逐艦の最高峰を目指して開発された、高速で<br>重雷装の駆逐艦、島風型よ。<br>40ノット以上の快速なんだから。<br>でも、量産には向かなくって、私一隻しか建造されな<br>かったの。",20,25,1,"cjhtlviffiwb",12,10,627
230,1330,"朧改","おぼろ",2,1,14172,93,0,0,0,0,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,27,49,-1,-1,-1,20,1,2,10,0,1,1,1,1,"アタシ、綾波型駆逐艦「朧」。<br>誰にも負けない…たぶん……","綾波型駆逐艦７番艦の朧です。<br>佐世保の海軍工廠生まれです。南方進攻作戦などに参<br>加しました。熱いところの海の方がいいな。<br>キス…か？じゃなくって、寒いキスカ島は…あまり近<br>づきたくない…かな。",15,20,3,"sbdfpooechyn",92,46,627
231,1331,"曙改","あけぼの",2,1,14182,15,665,82,230,180,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,27,49,-1,-1,-1,20,1,2,10,0,1,1,1,1,"特型駆逐艦「曙」よ。<br>って、こっち見んな！　この糞提督！","特型駆逐艦１８番艦、綾波型の８番艦、曙よ。<br>お相撲さんではないわ。覚えておいて。<br>初の空母戦、珊瑚海海戦にも参加したわ！<br>けど、何気に潜水艦は苦手かな…。",15,20,3,"wnocckxgfmnh",112,43,627
232,1332,"漣改","さざなみ",2,1,14192,94,0,0,0,0,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,27,49,-1,-1,-1,20,1,2,10,0,1,1,1,1,"綾波型駆逐艦「漣」です、ご主人さま。<br>こう書いてさざなみと読みます。","特型駆逐艦の１９番目、綾波型でいうと、９番艦の漣<br>だよ。<br>読みにくいって？貴方が字を知らないだけヨ。<br>南雲機動部隊が真珠湾でボコボコやってる時、ミッド<br>ウェー島砲撃を敢行したよ。何気に凄くない？",15,20,1,"xfxhmadcxfdq",73,43,627
233,1333,"潮改","うしお",2,1,14202,16,407,60,30,170,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,20,79,10,1,4,3,0,0,0,0,0,27,49,-1,-1,-1,20,1,2,10,0,1,1,1,1,"特型駆逐艦…綾波型の「潮」です。<br>もう下がってよろしいでしょうか…。","綾波型１０番艦の潮です。<br>レイテ沖海戦などの激戦を潜り抜け、運命のあの日、<br>横須賀で御役目を終えるまで戦い抜きました。<br>あ、あの…沈めた敵艦の皆さんも…ホントはお助けし<br>たいのです。ホントです！",15,20,3,"dpqjexkcixhw",113,49,627
234,1334,"暁改","あかつき",2,5,14212,34,437,70,190,190,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,13,44,-1,-1,-1,20,1,2,10,0,1,1,1,1,"暁よ。<br>一人前のレディーとして扱ってよね！","特Ⅲ型駆逐艦１番艦の暁よ。<br>吹雪型をベースに航行性能や航続距離を向上させた<br>の。特型駆逐艦の最終完成形なんだから！<br>ちゃんとレディーとして活躍したのよ！<br>ほ、ほんとなんだからっ。",15,20,3,"slzosqvxjxus",3,3,627
235,1335,"響改","ひびき",2,5,14222,35,147,70,200,240,0,0,0,0,1,30,49,35,37,12,50,28,79,15,51,13,49,24,24,59,87,87,45,45,91,128,128,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,13,44,-1,-1,-1,20,1,2,10,0,1,1,1,1,"響だよ。<br>その活躍ぶりから不死鳥の通り名もあるよ。","数ある特型駆逐艦の中で、最後まで生き残ったのが、<br>響。転戦の後、あの大和水上特攻時には修理で同行で<br>きなかったんだ。<br>賠償艦としてソ連に引き渡され「信頼できる」という<br>意味の艦名になったんだ。",15,20,0,"wpaqzeclspdr",3,3,627
236,1336,"雷改","いかづち",2,5,14232,36,0,0,0,0,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,13,44,-1,-1,-1,20,1,2,10,0,1,1,1,1,"雷よ！　かみなりじゃないわ！<br>そこのとこもよろしく頼むわねっ！","スラバヤ沖海戦では駆逐艦電と一緒に協力して、沈没<br>した敵艦隊の生存者の救助に当たったのよ。<br>ただ強いだけじゃ、だめだと思うの。<br>ね、司令官！",15,20,1,"eathbqlrqvda",22,5,627
237,1337,"電改","いなづま",2,5,14242,37,0,0,0,0,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,13,44,-1,-1,-1,20,1,2,10,0,1,1,1,1,"電です。<br>どうか、よろしくお願いいたします。","スラバヤ沖海戦で撃沈した敵艦の乗員の救助に努めた<br>後、キスカ、ソロモン、ニューギニア、アッツ島な<br>ど、各戦域を転戦しました…<br>頑張ったの…です…。",15,20,1,"bqvrrfdcuvdr",22,5,627
238,1338,"初春改","はつはる",2,10,15012,38,326,65,200,200,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,13,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,125,39,-1,-1,-1,20,1,2,10,0,1,1,1,1,"わらわが初春じゃ。<br>よろしく頼みますぞ。","初春型駆逐艦、１番艦の初春じゃ。<br>わらわは、北方部隊に所属。戦雲渦巻くアッツやキス<br>カなどの北方海域で活躍したぞ。<br>北海道周辺も好きな海域じゃな。マニラ湾やオルモッ<br>ク…？ああ、熱いところは苦手じゃ。",15,20,3,"tedevipdbvdr",14,18,627
239,1339,"子日改","ねのひ",2,10,15022,39,0,0,0,0,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,13,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,125,39,-1,-1,-1,20,1,2,10,0,1,1,1,1,"初めまして、ねのひ、だよぉ！<br>艦名、読みづらくなんか、ないよね？ね？","丸一計画で建造された、初春型駆逐艦２番艦の子日だ<br>よ。<br>初春などの姉妹艦で第２１駆逐隊を編成して色々と頑<br>張ったんだよ。<br>なに？潜水艦…？嫌いキライ！",15,20,1,"nkrmsykdohgo",30,14,627
240,1340,"若葉改","わかば",2,10,15032,40,0,0,0,0,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,13,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,125,39,-1,-1,-1,20,1,2,10,0,1,1,1,1,"駆逐艦、若葉だ。","初春型駆逐艦３番艦、若葉だ。<br>アッツ島沖海戦やキスカ島撤退作戦などに参加した。<br>そうだ、北方海域だ。<br>ああ、濃霧には注意が必要だ。ぶつかりやすい。<br>特に「初霜」、お前は要注意だ。",15,20,1,"tkcwrodgemlj",11,14,627
241,1341,"初霜改","はつしも",2,10,15042,41,419,70,230,220,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,13,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,125,39,-1,-1,-1,20,1,2,10,0,1,1,1,1,"初春型四番艦、初霜です。<br>皆さん、よろしくお願いします！","初春型駆逐艦の４番艦、初霜です。<br>アリューシャン作戦、アッツ島沖海戦、キスカ島撤退<br>作戦、マリアナ沖海戦、北号作戦、坊ノ岬沖海戦な<br>ど、様々な激戦に参加しました！<br>ほんと、頑張ったんです！",15,20,3,"woutqrqtdzqi",10,13,627
242,1342,"白露改","しらつゆ",2,23,15072,42,497,77,200,180,0,0,1,0,1,30,48,35,37,12,49,28,79,15,49,14,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,44,226,-1,-1,-1,22,1,2,10,0,1,1,1,1,"白露型駆逐艦一番艦、「白露」です！<br>はい、一番艦ですっ！","初春型駆逐艦の次に開発された白露型の１番艦、白露<br>だよ！　そう、１番艦だよ、１番艦。<br>色々と改良された艦隊型駆逐艦なんだから！<br>え？慌ててタンカーと衝突しないようにって？大丈<br>夫！",15,20,3,"xcbmsjqrostq",63,70,627
243,1343,"時雨改","しぐれ",2,23,15082,43,145,60,200,180,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,14,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,44,226,-1,-1,-1,22,1,2,10,0,1,1,1,1,"僕は白露型駆逐艦、「時雨」。<br>これからよろしくね。","僕は白露型駆逐艦２番艦の時雨だよ。<br>あのレイテ沖海戦では、西村艦隊に所属して、運命の<br>スリガオ海峡に突入したんだ。<br>扶桑も山城も凄かったよ……。<br>皆が忘れても、僕だけはずっと覚えているから……。",15,20,3,"wmskekfmgdio",63,91,627
244,1344,"村雨改","むらさめ",2,23,15092,44,498,70,200,180,0,0,1,0,1,30,48,35,37,12,49,28,79,15,49,14,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,2,15,-1,-1,-1,22,1,2,10,0,1,1,1,1,"はいはーい！白露型駆逐艦「村雨」だよ。<br>みんな、よろしくね！","白露型駆逐艦３番艦、村雨よ。<br>雨の名前の駆逐艦群なんてお洒落よね？<br>姉妹艦の夕立たちと一緒に第２駆逐隊を編成したの。<br>鼠輸送ですって？　失礼しちゃう、ガダルカナル島輸<br>送作戦でも活躍したわ！",15,20,1,"wvnchfzhekfo",81,99,627
245,1345,"夕立改","ゆうだち",2,23,15102,45,144,55,200,180,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,14,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,2,15,-1,-1,-1,22,1,2,10,0,1,1,1,1,"こんにちは、白露型駆逐艦「夕立」よ。<br>よろしくね！","白露型駆逐艦の４番艦、夕立です。<br>第三次ソロモン海戦では、けっこう頑張ったっぽい？<br>でも、何気に「アイアンボトム・サウンド」って、ホ<br>ントに怖い言葉よね？",15,20,1,"wpsyznjwvlmd",77,73,627
246,1346,"五月雨改","さみだれ",2,23,15122,46,0,0,0,0,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,14,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,15,44,-1,-1,-1,22,1,2,10,0,1,1,1,1,"五月雨っていいます！よろしくお願いします。<br>護衛任務はお任せください！","五月雨です。<br>村雨・夕立・春雨とは第２駆逐隊でお友達でした。<br>そうそう、輸送任務中に白露と衝突してしまったこと<br>も…ホント、私ってば、ドジでごめんなさい。<br>でも、頑張ります！",15,20,1,"ofneitwqroxe",12,12,627
247,1347,"涼風改","すずかぜ",2,23,15162,47,0,0,0,0,0,0,0,0,1,30,48,35,37,12,49,28,79,15,49,14,49,24,24,59,87,87,45,45,89,125,125,7,7,39,65,65,12,59,10,1,4,3,0,0,0,0,0,15,44,-1,-1,-1,22,1,2,10,0,1,1,1,1,"ちわ！涼風だよ。<br>私が艦隊に加われば百人力さ！","涼風だよ。<br>特型駆逐艦として数々の攻略作戦の支援に参加したん<br>だ。<br>その後は戦艦や空母の護衛にも従事したよ。<br>頼りにしてね！最後まで戦うから！",15,20,1,"jukighzxmudn",9,9,627
248,1348,"朝潮改","あさしお",2,18,15172,95,463,70,360,390,0,0,0,0,1,31,49,36,38,12,49,28,79,16,49,14,49,24,24,59,87,87,46,46,89,124,124,8,8,39,64,64,12,59,10,1,4,3,0,0,0,0,0,3,15,-1,-1,-1,22,1,2,10,0,1,1,1,1,"駆逐艦、朝潮です。<br>勝負ならいつでも受けて立つ覚悟です。","朝潮型駆逐艦のネームシップ、朝潮よ。<br>バランスのとれた量産型駆逐艦として建造され、戦線<br>を支えたの。<br>私の進化改良型が陽炎型になるわね。",15,20,3,"xbbfxeemifpv",22,25,627
249,1349,"大潮改","おおしお",2,18,15182,96,199,65,200,270,1,0,0,0,1,31,49,36,38,12,49,28,79,16,49,14,49,24,24,59,87,87,46,46,89,124,124,8,8,39,64,64,12,59,10,1,4,3,0,0,0,0,0,3,15,-1,-1,-1,22,1,2,10,0,1,1,1,1,"駆逐艦、大潮です～！<br>小さな体に大きな魚雷！　お任せください。","朝潮型駆逐艦の２番艦、大潮です！<br>各戦線で活躍した後、あのガダルカナル島撤収作戦に<br>も3回出動しました。<br>支えてみせます！",15,20,1,"ngcxxfxovpmn",24,27,627
250,1350,"満潮改","みちしお",2,18,15192,97,489,77,390,270,0,0,0,0,1,31,49,36,38,12,49,28,79,16,49,14,49,24,24,59,87,87,46,46,89,124,124,8,8,39,64,64,12,59,10,1,4,3,0,0,0,0,0,3,15,-1,-1,-1,22,1,2,10,0,1,1,1,1,"満潮よ。<br>私、なんでこんな部隊に配属されたのかしら。","駆逐艦、満潮よ。<br>姉妹艦の朝潮、大潮、荒潮とは第８駆逐隊で腐れ縁の<br>仲。でも、最後は離れ離れ。<br>私は西村艦隊の一員として、レイテに突入を図った<br>わ。",15,20,1,"eypcwtnjgoyb",23,19,627
251,1351,"荒潮改","あらしお",2,18,15202,98,490,67,220,280,1,0,0,0,1,31,49,36,38,12,49,28,79,16,49,14,49,24,24,59,87,87,46,46,89,124,124,8,8,39,64,64,12,59,10,1,4,3,0,0,0,0,0,3,15,-1,-1,-1,22,1,2,10,0,1,1,1,1,"あら。自己紹介まだでしたかー。<br>私、荒潮です。","神戸娘の駆逐艦よ？そう、名前は荒潮。<br>姉妹達とけっこう色々頑張ったのよ。<br>でも、私の煙突に爆弾落とすのだけは、ちょっとやめ<br>てほしいわ。",15,20,1,"pmjnkqodgjpo",21,25,627
252,1352,"霰改","あられ",2,18,15252,48,198,63,390,270,1,0,0,0,1,31,49,36,38,12,49,28,79,16,49,14,49,24,24,59,87,87,46,46,89,124,124,8,8,39,64,64,12,59,10,1,4,3,0,0,0,0,0,229,15,-1,-1,-1,22,1,2,10,0,1,1,1,1,"霰です…<br>んちゃ…とかはいいません…よろしく…","霰は、マル２計画で建造された最後の駆逐艦…。<br>朝潮型シリーズの…最終艦でも…あるの…。<br>この後は…陽炎型だから…",15,20,1,"oxttbkywusfp",23,25,627
253,1353,"霞改","かすみ",2,18,15262,49,464,75,300,390,0,0,0,0,1,31,49,36,38,12,49,28,79,16,49,14,49,24,24,59,87,87,46,46,89,124,124,8,8,39,64,64,20,79,10,1,4,3,0,0,0,0,0,3,15,-1,-1,-1,22,1,2,10,0,1,1,1,1,"霞よ。<br>ガンガンいくわよ。ついてらっしゃい。","歴戦の主力駆逐艦として奮戦したわ。<br>最後は戦艦大和と共に坊ノ岬沖海戦で米艦載機の猛攻<br>と戦ったの。<br>負けないわ！",15,20,1,"ohpnwjgzfesg",10,25,627
254,1354,"睦月改","むつき",2,28,13252,1,434,65,100,170,0,0,0,0,1,24,39,28,30,9,39,18,69,12,39,11,39,18,18,59,92,92,40,40,89,129,129,6,6,39,66,66,12,59,10,1,4,3,0,0,0,0,0,2,13,-1,-1,-1,18,1,1,4,0,1,1,0,0,"睦月です。<br>はりきって、まいりましょー！","帝国海軍の駆逐艦で初めて大型で強力な61cm魚雷を<br>搭載しました、睦月です！<br>旧式ながら、第一線で頑張ったのです！",15,15,1,"pvomxydmldoi",46,19,627
